eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
0.9921200042078183,10.122006520391638,0.9266258338234435,0.8077726062160177,0.9040367144346007,0.15127864456879422,0.11902083144579684,2.7334417102347115,0.011378439302865978,0.05472310578121223,0.0027768488276212998,-0.002019829727768526,0.0019521251365225804,0.2730881437130941
0.49995905320530876,1.1293478894789495,0.671957301498391,0.5338473537439492,0.7493441884434716,0.158389888560412,0.13089725157503554,3.0796746910300463,0.010206985117180642,0.054656501362400176,0.011571553231159706,-0.00018836184246141005,0.0023027069291286484,0.6709380205178949
0.23837909130344054,1.0464892252596123,0.6043131863191418,0.5640403652839948,0.7943960774934808,0.2186728048149369,0.12476964914623857,2.850207981496158,0.03905355437468582,0.12115188473403274,0.009722927628147398,0.008804541484104705,0.0016290408164060704,0.8329278139047779
0.8612636544857348,1.8781762671779778,0.6196017597569405,0.8196423180942776,0.8521729140259303,0.33272699101453007,0.05128191609286765,0.4007816957420244,0.041787465062948295,0.1099578197882376,0.015188353723340833,0.0018287547558175576,0.0011228768501239102,1.012856742745281
0.8326212420293516,1.9821766930549802,0.5110528188926855,0.9409614776101104,0.997775083565971,0.5588684383205224,0.022986980686517663,0.11852770310227997,0.07991505533363454,0.1676437207452202,0.027360515437078587,0.011048783648836708,0.003197025848142106,1.8006481300345167
0.7297963175017723,1.4743409907186704,0.3315635676644132,0.9957392163541086,0.9942660493250125,0.8425789377395883,0.0015613116599190531,-0.0006743957738061244,0.030392556992097017,0.07994196257808775,0.004244269212645851,0.00201168482001528,0.0022506692388952493,0.9800750542419696
0.9700191116370078,3.817792926985892,0.7361953660408057,0.824071599109479,0.945684473701945,0.3306880828602883,0.13672554883087767,3.812847029126153,0.02430807828468263,0.10192663041175308,0.01373770314925744,0.011660162158437876,0.00265675693376521,0.5245964392894149
0.9949520700733931,9.734675422739897,0.9030126136679854,0.9309816640248564,0.9821489577009015,0.19232833210697106,0.02066938564794493,0.07442499726832083,0.017171749572431134,0.07513800817587299,0.006071005895160063,0.0003348052899400226,0.009274991110541511,0.49400034770054096
0.34970637249974584,1.0335986042622807,0.779645981571188,0.7043265608198777,0.6117697837866282,0.13632665007227773,0.08771885929479127,1.4693034780720755,0.10064434664359131,0.21115174315563434,0.03854383970177769,0.01754909683207603,0.0023502426499269024,1.6920774654746882
0.7043646841278214,1.2558285619973277,0.38179248762719614,0.9441679032521352,0.9957837719645162,0.6888421466004334,0.01772365067652367,0.06835193583783002,0.02839433997954795,0.11499046557404885,0.0079904844357945,0.0019510577325903829,0.0020990857448306252,0.7242813715608336
0.8825643697038393,2.4734467070727693,0.6108077893454219,0.8569801952621761,0.9843935554749359,0.407264737074033,0.05302140479355409,0.5373495227220456,0.065693530913599,0.14409939508812245,0.01947724208341639,0.010713628271311112,0.002853386285697304,1.6465739229367542
0.5856842429966619,1.271434189702412,0.24682797187236258,0.9806030990027034,1.0005433422699601,0.8246982358685547,0.012429998496430422,0.010986729379594058,0.04345017509941804,0.12000256186499328,0.014565181811206928,0.002596297676629362,-0.0010883885095835841,1.1112156648613212
0.8000583157341614,1.8824702232539074,0.4730896413546908,0.9240862384465042,0.9975834463053835,0.5834771226561095,0.04240770615250857,0.35057017248361544,0.010192443180718979,0.06566497110531605,0.006774249428309824,-0.0027673121695490277,0.0017807012403925303,0.28447311643907025
0.9382684977115543,2.8065154842970905,0.6629844112073625,0.9740301854597078,0.997780686508081,0.5779361681792693,0.005575082107066456,0.009552007938273918,0.05293861753183867,0.13866939847430473,0.020243759166542558,0.00864610707725872,0.0012830262018313121,1.211932103809367
0.5483429044065593,1.114280269219726,0.639675431214426,0.5677392711058713,0.5990437550542616,0.15434056445437444,0.13043996780786166,3.115227142329098,0.01926393684161567,0.07901486626543,0.003497110274042052,0.0052700347526922885,-0.000809448272764102,0.7238482666353785
0.9101562435516227,2.3420568621058346,0.581844653802358,0.9531723063668,0.9692638887809196,0.5512484955253041,0.027677408882384513,0.10121747376168085,0.04706581357227596,0.12766873697319464,0.014130100712348215,0.00933693932933886,0.0011056023371477587,0.9938583841639431
0.5255145270758004,1.1166073934184073,0.6710868726093888,0.5472181094079742,0.6303977907561938,0.158746328905822,0.1304419312067429,3.4048496690443666,0.026089593253722808,0.08749231517855253,0.0053342823380158255,0.001990404907424649,0.0023000617383964854,0.9144687306031315
0.9408941085682062,3.0172558032059085,0.6718487209539318,0.9859697576748485,0.99461307048211,0.5313497294248957,0.009837787245465236,0.006798303642769615,0.07943544795315177,0.181633324463253,0.02923730003408689,0.011507411087986457,0.005517475422923099,1.2456006434405176
0.5552063509646944,1.231086950049117,0.252489827211355,0.946294709326173,0.984915751482843,0.5557765337316042,0.015580974997598205,0.04277644179536761,0.05897427675036927,0.13775464959782624,0.018653226557153686,0.0009354157134170661,0.007252249494159913,1.3541964640047328
0.9032141011484585,2.3892792223868407,0.5872242271745571,0.976873526997788,0.9945415926119086,0.667953015082272,0.010594901880356443,0.014463304871649355,0.009156802723512521,0.049530085701747356,0.008345384685108337,-0.0016012560290098858,0.004899905978433457,0.2819695045692767
0.9984772874484132,10.90792318750507,0.9378488427038354,0.6984115292289903,0.9393241764446799,0.11873324150120841,0.14711654094695106,4.279533895407988,0.014014584514382757,0.055068963113059664,0.005272290935007093,0.0019496764028812522,0.0010611086958578792,0.3733360550657951
0.5237902575875928,1.038535409557725,0.518748057543366,0.7720683747665568,0.8416944632661784,0.336568329873033,0.11346443346355774,2.3842407353834645,0.024394267754395918,0.0780238058600953,0.00891775532662052,0.0011835700084058482,0.00021614759659832934,0.9488227349191984
0.5361583183279485,1.234967551019356,0.446253229526105,0.7875409916429471,0.9456885781356258,0.3795938787984763,0.07285553527934713,0.9504323732179345,0.04311586236676232,0.12648147669597473,0.015996315544545565,0.010084315695069332,-0.002849738546782109,1.265007773701655
0.3648734003591698,1.0778922365187347,0.680418885006274,0.4973940199175585,0.6876689817765486,0.1426950632648213,0.12455355542744598,2.8096592459902783,0.032403719166593944,0.1148026795507139,0.009309124857144807,0.009759806234177354,-0.00016842908176971746,0.9218622420128585
0.7054174614743633,1.4982347466914323,0.3454194078859863,0.9879642168077458,1.0013363069742705,0.8099850551355063,0.004498375427547646,0.002798353205708049,0.056712707566580325,0.12673495871538776,0.012569083175669193,0.004160237664899455,-0.0027200059767532574,1.4397432476287024
0.4595380561755353,1.2275181448683485,0.32955031684874486,0.9003772813012152,0.9995974593679692,0.5648480762369136,0.03208109183845757,0.13151164280018382,0.08740871607792908,0.18494051103429296,0.028088203882301047,0.008767533675477545,0.00013675854346701787,1.7153910996400996
0.514537493371223,1.1095490971531408,0.6554388122434998,0.5771971889411518,0.5934287938725564,0.16896348152412374,0.11317801732566773,2.2801315185289255,0.017178902346952903,0.06259875657052766,-0.0010105695002394334,0.0010292930974970414,0.001541362644004826,0.6529868235837114
